ano_agricola;uf;produto;producao_mil_t
1998/99             ;PI;CAROCO DE ALGODAO                       ;2.9
1998/99             ;PR;CAROCO DE ALGODAO                       ;72.0
1998/99             ;RN;CAROCO DE ALGODAO                       ;2.2
1998/99             ;RO;CAROCO DE ALGODAO                       ;0.8
1998/99             ;RR;CAROCO DE ALGODAO                       ;2.0
1998/99             ;SE;CAROCO DE ALGODAO                       ;0.2
1998/99             ;SP;CAROCO DE ALGODAO                       ;103.3
1999/00             ;AL;CAROCO DE ALGODAO                       ;2.9
1999/00             ;BA;CAROCO DE ALGODAO                       ;84.7
1999/00             ;CE;CAROCO DE ALGODAO                       ;51.8
1999/00             ;DF;CAROCO DE ALGODAO                       ;1.5
1999/00             ;GO;CAROCO DE ALGODAO                       ;149.7
1999/00             ;MG;CAROCO DE ALGODAO                       ;67.3
1999/00             ;MS;CAROCO DE ALGODAO                       ;73.0
1999/00             ;MT;CAROCO DE ALGODAO                       ;536.5
1999/00             ;PA;CAROCO DE ALGODAO                       ;0.8
1999/00             ;PB;CAROCO DE ALGODAO                       ;19.2
1999/00             ;PE;CAROCO DE ALGODAO                       ;3.1
1999/00             ;PI;CAROCO DE ALGODAO                       ;4.3
1999/00             ;PR;CAROCO DE ALGODAO                       ;79.8
1999/00             ;RN;CAROCO DE ALGODAO                       ;9.7
1999/00             ;RO;CAROCO DE ALGODAO                       ;0.4
1999/00             ;SE;CAROCO DE ALGODAO                       ;0.2
1999/00             ;SP;CAROCO DE ALGODAO                       ;102.5
2000/01             ;AL;CAROCO DE ALGODAO                       ;8.4
2000/01             ;BA;CAROCO DE ALGODAO                       ;98.1
2000/01             ;CE;CAROCO DE ALGODAO                       ;8.1
2000/01             ;DF;CAROCO DE ALGODAO                       ;3.2
2000/01             ;GO;CAROCO DE ALGODAO                       ;181.5
2000/01             ;MA;CAROCO DE ALGODAO                       ;5.0
2000/01             ;MG;CAROCO DE ALGODAO                       ;50.1
2000/01             ;MS;CAROCO DE ALGODAO                       ;106.2
2000/01             ;MT;CAROCO DE ALGODAO                       ;842.1
2000/01             ;PB;CAROCO DE ALGODAO                       ;2.0
2000/01             ;PE;CAROCO DE ALGODAO                       ;1.7
2000/01             ;PI;CAROCO DE ALGODAO                       ;1.6
2000/01             ;PR;CAROCO DE ALGODAO                       ;104.9
2000/01             ;RN;CAROCO DE ALGODAO                       ;2.4
2000/01             ;RO;CAROCO DE ALGODAO                       ;2.3
2000/01             ;SP;CAROCO DE ALGODAO                       ;104.3
2001/02             ;AL;CAROCO DE ALGODAO                       ;6.0
2001/02             ;BA;CAROCO DE ALGODAO                       ;108.8
2001/02             ;CE;CAROCO DE ALGODAO                       ;10.8
2001/02             ;DF;CAROCO DE ALGODAO                       ;3.4
2001/02             ;GO;CAROCO DE ALGODAO                       ;165.4
2001/02             ;MA;CAROCO DE ALGODAO                       ;5.3
2001/02             ;MG;CAROCO DE ALGODAO                       ;52.3
2001/02             ;MS;CAROCO DE ALGODAO                       ;99.7
2001/02             ;MT;CAROCO DE ALGODAO                       ;617.5
2001/02             ;PB;CAROCO DE ALGODAO                       ;5.8
2001/02             ;PE;CAROCO DE ALGODAO                       ;2.8
2001/02             ;PI;CAROCO DE ALGODAO                       ;1.9
2001/02             ;PR;CAROCO DE ALGODAO                       ;55.9
2001/02             ;RN;CAROCO DE ALGODAO                       ;7.8
2001/02             ;SP;CAROCO DE ALGODAO                       ;100.9
2001/02             ;TO;CAROCO DE ALGODAO                       ;0.6
2002/03             ;AL;CAROCO DE ALGODAO                       ;4.8
2002/03             ;BA;CAROCO DE ALGODAO                       ;170.9
2002/03             ;CE;CAROCO DE ALGODAO                       ;8.1
2002/03             ;DF;CAROCO DE ALGODAO                       ;4.8
2002/03             ;GO;CAROCO DE ALGODAO                       ;186.3
2002/03             ;MA;CAROCO DE ALGODAO                       ;7.1
2002/03             ;MG;CAROCO DE ALGODAO                       ;53.4
2002/03             ;MS;CAROCO DE ALGODAO                       ;99.8
2002/03             ;MT;CAROCO DE ALGODAO                       ;659.5
2002/03             ;PB;CAROCO DE ALGODAO                       ;8.2
2002/03             ;PE;CAROCO DE ALGODAO                       ;2.1
2002/03             ;PI;CAROCO DE ALGODAO                       ;3.0
2002/03             ;PR;CAROCO DE ALGODAO                       ;44.9
2002/03             ;RN;CAROCO DE ALGODAO                       ;8.1
2002/03             ;SP;CAROCO DE ALGODAO                       ;100.2
2002/03             ;TO;CAROCO DE ALGODAO                       ;3.6
2003/04             ;AL;CAROCO DE ALGODAO                       ;2.8
2003/04             ;BA;CAROCO DE ALGODAO                       ;410.1
2003/04             ;CE;CAROCO DE ALGODAO                       ;9.0
2003/04             ;DF;CAROCO DE ALGODAO                       ;6.0
2003/04             ;GO;CAROCO DE ALGODAO                       ;276.2
2003/04             ;MA;CAROCO DE ALGODAO                       ;13.9
2003/04             ;MG;CAROCO DE ALGODAO                       ;79.6
2003/04             ;MS;CAROCO DE ALGODAO                       ;118.1
2003/04             ;MT;CAROCO DE ALGODAO                       ;971.5
2003/04             ;PB;CAROCO DE ALGODAO                       ;14.8
2003/04             ;PE;CAROCO DE ALGODAO                       ;1.6
2003/04             ;PI;CAROCO DE ALGODAO                       ;6.5
2003/04             ;PR;CAROCO DE ALGODAO                       ;59.5
2003/04             ;RN;CAROCO DE ALGODAO                       ;8.8
2003/04             ;SP;CAROCO DE ALGODAO                       ;113.2
2003/04             ;TO;CAROCO DE ALGODAO                       ;7.6
2004/05             ;AL;CAROCO DE ALGODAO                       ;2.0
2004/05             ;BA;CAROCO DE ALGODAO                       ;498.0
2004/05             ;CE;CAROCO DE ALGODAO                       ;4.3
2004/05             ;DF;CAROCO DE ALGODAO                       ;8.9
2004/05             ;GO;CAROCO DE ALGODAO                       ;260.6
2004/05             ;MA;CAROCO DE ALGODAO                       ;13.5
2004/05             ;MG;CAROCO DE ALGODAO                       ;88.4
2004/05             ;MS;CAROCO DE ALGODAO                       ;111.4
2004/05             ;MT;CAROCO DE ALGODAO                       ;962.2
2004/05             ;PB;CAROCO DE ALGODAO                       ;10.4
2004/05             ;PE;CAROCO DE ALGODAO                       ;1.3
2004/05             ;PI;CAROCO DE ALGODAO                       ;6.8
2004/05             ;PR;CAROCO DE ALGODAO                       ;50.7
2004/05             ;RN;CAROCO DE ALGODAO                       ;6.8
2004/05             ;SP;CAROCO DE ALGODAO                       ;100.6
2004/05             ;TO;CAROCO DE ALGODAO                       ;3.1
2005/06             ;AL;CAROCO DE ALGODAO                       ;2.8
2005/06             ;BA;CAROCO DE ALGODAO                       ;479.2
2005/06             ;CE;CAROCO DE ALGODAO                       ;5.2
2005/06             ;DF;CAROCO DE ALGODAO                       ;5.4
2005/06             ;GO;CAROCO DE ALGODAO                       ;121.1
2005/06             ;MA;CAROCO DE ALGODAO                       ;13.0
2005/06             ;MG;CAROCO DE ALGODAO                       ;54.2
2005/06             ;MS;CAROCO DE ALGODAO                       ;67.0
2005/06             ;MT;CAROCO DE ALGODAO                       ;814.3
2005/06             ;PB;CAROCO DE ALGODAO                       ;4.5
2005/06             ;PE;CAROCO DE ALGODAO                       ;1.5
2005/06             ;PI;CAROCO DE ALGODAO                       ;24.9
2005/06             ;PR;CAROCO DE ALGODAO                       ;19.4
2005/06             ;RN;CAROCO DE ALGODAO                       ;6.2
2005/06             ;SP;CAROCO DE ALGODAO                       ;67.1
2006/07             ;AL;CAROCO DE ALGODAO                       ;3.0
2006/07             ;BA;CAROCO DE ALGODAO                       ;692.6
2006/07             ;CE;CAROCO DE ALGODAO                       ;2.4
2006/07             ;DF;CAROCO DE ALGODAO                       ;3.3
2006/07             ;GO;CAROCO DE ALGODAO                       ;165.6
2006/07             ;MA;CAROCO DE ALGODAO                       ;16.9
2006/07             ;MG;CAROCO DE ALGODAO                       ;63.1
2006/07             ;MS;CAROCO DE ALGODAO                       ;110.2
2006/07             ;MT;CAROCO DE ALGODAO                       ;1224.9
2006/07             ;PB;CAROCO DE ALGODAO                       ;1.2
2006/07             ;PE;CAROCO DE ALGODAO                       ;0.9
2006/07             ;PI;CAROCO DE ALGODAO                       ;16.1
2006/07             ;PR;CAROCO DE ALGODAO                       ;17.5
2006/07             ;RN;CAROCO DE ALGODAO                       ;5.4
2006/07             ;SP;CAROCO DE ALGODAO                       ;58.9
2006/07             ;TO;CAROCO DE ALGODAO                       ;1.6
2007/08             ;AL;CAROCO DE ALGODAO                       ;2.7
2007/08             ;BA;CAROCO DE ALGODAO                       ;759.0
2007/08             ;CE;CAROCO DE ALGODAO                       ;2.2
2007/08             ;GO;CAROCO DE ALGODAO                       ;165.9
2007/08             ;MA;CAROCO DE ALGODAO                       ;28.3
2007/08             ;MG;CAROCO DE ALGODAO                       ;49.4
2007/08             ;MS;CAROCO DE ALGODAO                       ;109.7
2007/08             ;MT;CAROCO DE ALGODAO                       ;1298.9
2007/08             ;PB;CAROCO DE ALGODAO                       ;2.2
2007/08             ;PE;CAROCO DE ALGODAO                       ;1.6
2007/08             ;PI;CAROCO DE ALGODAO                       ;31.8
2007/08             ;PR;CAROCO DE ALGODAO                       ;10.9
2007/08             ;RN;CAROCO DE ALGODAO                       ;4.0
2007/08             ;SP;CAROCO DE ALGODAO                       ;34.4
2007/08             ;TO;CAROCO DE ALGODAO                       ;3.7
2008/09             ;AL;CAROCO DE ALGODAO                       ;0.5
2008/09             ;BA;CAROCO DE ALGODAO                       ;570.6
2008/09             ;CE;CAROCO DE ALGODAO                       ;1.7
2008/09             ;GO;CAROCO DE ALGODAO                       ;148.5
2008/09             ;MA;CAROCO DE ALGODAO                       ;25.5
2008/09             ;MG;CAROCO DE ALGODAO                       ;35.7
2008/09             ;MS;CAROCO DE ALGODAO                       ;89.5
2008/09             ;MT;CAROCO DE ALGODAO                       ;960.6
2008/09             ;PB;CAROCO DE ALGODAO                       ;2.3
2008/09             ;PE;CAROCO DE ALGODAO                       ;1.3
2008/09             ;PI;CAROCO DE ALGODAO                       ;21.3
2008/09             ;PR;CAROCO DE ALGODAO                       ;8.3
2008/09             ;RN;CAROCO DE ALGODAO                       ;3.0
2008/09             ;SP;CAROCO DE ALGODAO                       ;16.4
2008/09             ;TO;CAROCO DE ALGODAO                       ;5.4
2009/10             ;AL;CAROCO DE ALGODAO                       ;0.3
2009/10             ;BA;CAROCO DE ALGODAO                       ;610.3
2009/10             ;CE;CAROCO DE ALGODAO                       ;1.3
2009/10             ;GO;CAROCO DE ALGODAO                       ;138.0
